4129537,9983,20160712,0.24925789
6949378,3429,20160706,0.38881308
2166529,6928,20160727,0.06943507
2166529,1808,20160727,0.06943507
6172162,6500,20160708,0.24933587
4005121,9983,20160706,0.38881308
4347394,9983,20160716,0.38878998
3094273,13602,20160727,0.20650244
5139970,9983,20160729,0.049351636
3237121,13602,20160703,0.2247477
6224386,9983,20160716,0.10335865
6488578,13602,20160712,0.40977564
4164865,9983,20160703,0.18722866
4164865,8059,20160706,0.32533497
5468674,9983,20160713,0.38881308
6258178,9144,20160706,0.47134003
3659521,7341,20160727,0.063746326
3659521,13181,20160717,0.339275
3659521,13602,20160718,0.39745307
7333378,13602,20160704,0.39745307
7333378,785,20160727,0.38438657
4454914,2978,20160711,0.46854287
6817282,8375,20160724,0.017533634
3149569,10418,20160721,0.3700968
6301186,1715,20160718,0.44778377
6301186,4203,20160708,0.36583626
2891521,13602,20160724,0.39495996
3422977,13602,20160727,0.38881308
4771330,13602,20160726,0.051846486
4513282,11799,20160712,0.11669282
3439873,13602,20160713,0.38881308
6632962,13602,20160727,0.38881308
6632962,10438,20160705,0.03943521
6912514,9934,20160724,0.53930223
2821891,10418,20160702,0.5053368
3872515,10418,20160704,0.51449376
3872515,2978,20160704,0.46854287
2699011,13602,20160705,0.40977564
5406214,3903,20160722,0.1409879
5406214,2440,20160722,0.1409879
3359491,10418,20160725,0.26788765
4147459,5743,20160715,0.57895654
5427718,4912,20160704,0.27029422
5427718,662,20160704,0.57015026
5427718,1528,20160704,0.4667293
2848003,13602,20160702,0.17184538
2726659,10842,20160724,0.36446014
3649795,2978,20160723,0.4598222
3649795,10418,20160701,0.4625674
2612995,9983,20160703,0.085966654
3808003,9983,20160721,0.097687215
3812611,3992,20160721,0.34383914
3425539,3992,20160719,0.6091263
6853126,13181,20160721,0.59251976
4251142,10609,20160707,0.51019484
3442435,13602,20160713,0.38881308
3182851,11986,20160731,0.047173973
7175686,7774,20160706,0.44762433
7175686,9983,20160717,0.39495996
3199747,8059,20160712,0.048813168
3199747,3429,20160718,0.03832827
6140422,6480,20160728,0.48712826
4001029,13602,20160704,0.2143037
3873541,2978,20160718,0.46854287
4603402,5482,20160723,0.017850762
6443530,13602,20160722,0.383334
3627781,10418,20160713,0.50444204
4913674,8059,20160712,0.1468857
3506437,13602,20160719,0.40977564
2196229,6614,20160717,0.1319539
2329861,13849,20160724,0.5256107
3514117,9967,20160706,0.2293655
5733898,13183,20160705,0.36988774
2480389,2978,20160703,0.40745077
3928837,1904,20160722,0.13991594
3017989,13602,20160730,0.17184538
3017989,9983,20160704,0.39745307
5776906,13602,20160706,0.38881308
6332938,13602,20160724,0.39495996
5568010,8596,20160722,0.44558612
5568010,8596,20160722,0.44558612
2398981,13602,20160722,0.21666074
3208453,10418,20160713,0.23519409
7205386,13602,20160729,0.21666074
4866574,13602,20160723,0.38878998
4866574,9983,20160725,0.2143037
5394958,2601,20160712,0.27608842
6445582,13602,20160713,0.38881308
3748615,13602,20160709,0.38878998
3748615,11184,20160703,0.5203711
5941774,9983,20160711,0.087979935
2842375,3429,20160725,0.39745307
2324743,10418,20160701,0.4625674
6491662,4654,20160717,0.17500627
3644167,11463,20160710,0.49796057
3644167,11463,20160706,0.5323349
3644167,11463,20160708,0.567798
3644167,11463,20160711,0.57015026
3644167,11463,20160713,0.5323349
2862343,3004,20160712,0.31586474
2862343,2070,20160721,0.45477545
2862343,7821,20160721,0.06621584
2862343,14,20160731,0.21638398
4676110,9983,20160727,0.049140923
3135751,3992,20160724,0.1626335
4054279,9983,20160729,0.383334
4192519,13602,20160723,0.17184538
2363143,3780,20160703,0.093922086
2363143,13161,20160703,0.093922086
2363143,2978,20160724,0.40745077
2363143,10438,20160729,0.075835586
3025159,9983,20160703,0.39495996
3025159,10438,20160701,0.05931486
3025159,13602,20160725,0.2143037
6574606,8059,20160729,0.106469266
2771719,13602,20160728,0.2251549
2513671,9983,20160723,0.38878998
7136782,13602,20160714,0.15201513
3568903,8596,20160722,0.34409443
5047822,13602,20160722,0.383334
3704071,10110,20160716,0.07782836
3704071,10110,20160707,0.10371181
3183367,4132,20160723,0.04921659
4276750,13602,20160726,0.40977564
6402574,9983,20160704,0.39745307
6402574,10418,20160706,0.50444204
6408718,13602,20160724,0.2247477
4587022,8059,20160717,0.306942
4587022,9983,20160717,0.39495996
3212041,13602,20160715,0.383334
5903890,13602,20160724,0.39495996
4598290,1904,20160709,0.31117207
3093769,8306,20160728,0.45477545
3093769,8059,20160728,0.2982465
3093769,9983,20160716,0.38878998
